Date,Time,Voltage,SC_Current
16/10/2019,14:7:7,19.10,0.45
16/10/2019,14:10:7,18.90,0.39
16/10/2019,14:13:7,18.77,0.33
16/10/2019,14:16:7,18.87,0.37
16/10/2019,14:19:7,19.00,0.39
16/10/2019,14:22:7,19.11,0.43
16/10/2019,14:25:6,19.41,0.54
16/10/2019,14:28:6,19.46,0.57
16/10/2019,14:31:6,19.40,0.54
16/10/2019,14:34:6,19.11,0.43
16/10/2019,14:37:6,
